Restaurant ID,Country Code,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country
6702159,30,11,72,44,-46.66983333,-23.5655,51,300.0,1,0,0,0,4.0,4.3,39,1
6711666,30,11,73,45,-46.67133333,-23.59233333,52,230.0,1,0,0,0,4.0,3.9,12,1
6701257,30,11,74,46,-46.68133333,-23.56483333,53,120.0,1,0,0,0,4.0,4.3,68,1
6706211,30,11,75,47,-46.64159444,-23.54664167,54,150.0,1,0,0,0,4.0,4.3,46,1
6705858,30,11,76,47,-46.643425,-23.545163,26,400.0,1,0,0,0,4.0,4.4,37,1
6701419,30,11,77,48,-46.63716667,-23.5995,55,65.0,1,0,0,0,3.0,0.0,2,1
6703956,30,11,78,49,-46.698574,-23.622925,22,50.0,1,0,0,0,2.0,0.0,2,1
6709580,30,11,79,50,-46.581672,-23.486535,56,100.0,1,0,0,0,4.0,4.4,22,1
6703176,30,11,80,51,-46.63566667,-23.58516667,57,70.0,1,0,0,0,3.0,4.6,58,1
6713772,30,11,81,52,-46.746958,-23.609207,58,120.0,1,0,0,0,4.0,4.1,11,1
17284404,216,12,82,53,-84.221535,31.610387,59,25.0,2,0,0,0,2.0,3.3,35,2
17284203,216,12,83,53,-84.207095,31.608743,60,10.0,2,0,0,0,1.0,3.3,25,2
17284105,216,12,84,53,-84.154,31.5772,61,0.0,2,0,0,0,1.0,3.4,34,2
17284302,216,12,85,53,-84.2194,31.6158,62,0.0,2,0,0,0,1.0,3.4,45,2
17284397,216,12,86,53,-84.206944,31.622412,63,10.0,2,0,0,0,1.0,3.4,26,2
17284211,216,12,87,53,-84.1759,31.5882,61,0.0,2,0,0,0,1.0,3.4,36,2
17284094,216,12,88,53,-84.2193,31.616,64,10.0,2,0,0,0,1.0,3.5,67,2
17284409,216,12,89,53,-84.2091458,31.6155186,65,400.0,2,0,0,0,1.0,3.9,141,2
17284139,216,12,90,53,-84.205718,31.604905,66,25.0,2,0,0,0,2.0,3.7,147,2
17284403,216,12,91,53,-84.223278,31.612121,67,70.0,2,0,0,0,4.0,3.5,51,2
17284145,216,12,85,53,-84.2191,31.6156,68,25.0,2,0,0,0,2.0,3.6,88,2
17284150,216,12,92,53,-84.212,31.6104,5,10.0,2,0,0,0,1.0,3.8,153,2
17284158,216,12,93,53,-84.1534,31.5751,61,10.0,2,0,0,0,1.0,3.9,160,2
17284175,216,12,94,53,-84.2228,31.6077,69,25.0,2,0,0,0,2.0,3.5,57,2
17284179,216,12,95,53,-84.2229,31.6185,70,25.0,2,0,0,0,2.0,3.5,58,2
17284197,216,12,96,53,-84.2164,31.6137,71,40.0,2,0,0,0,3.0,3.6,115,2
17284241,216,12,97,53,-84.2233,31.6118,71,40.0,2,0,0,0,3.0,3.5,51,2
17284390,216,12,98,53,-84.205025,31.605882,72,40.0,2,0,0,0,3.0,3.8,250,2
17284279,216,12,99,53,-84.1757,31.5985,14,10.0,2,0,0,0,1.0,3.7,117,2
17284364,216,12,100,54,-83.8389,31.5308,73,10.0,2,0,0,0,1.0,3.4,20,2
17293281,216,13,101,55,-83.378273,33.957999,74,40.0,2,0,0,0,3.0,4.5,1821,2
17293301,216,13,102,55,-83.3654,33.9535,75,10.0,2,0,0,0,1.0,4.5,849,2
17293409,216,13,103,55,-83.4293,33.9652,62,10.0,2,0,0,0,1.0,4.6,917,2
17293163,216,13,104,55,-83.3389,33.9259,4,10.0,2,0,0,0,1.0,3.9,439,2
17293228,216,13,105,55,-83.375523,33.958198,76,10.0,2,0,0,0,1.0,3.7,289,2
17293880,216,13,106,55,-83.384004,33.959392,77,10.0,2,0,0,0,1.0,4.3,558,2
17293169,216,13,107,55,-83.3797,33.9584,69,10.0,2,0,0,0,1.0,4.2,613,2
17293186,216,13,108,55,-83.373596,33.958112,78,25.0,2,0,0,0,2.0,4.0,353,2
17293180,216,13,109,55,-83.33995,33.924275,78,25.0,2,0,0,0,2.0,4.1,387,2
17293205,216,13,110,55,-83.3872482,33.9415545,79,40.0,2,0,0,0,3.0,4.3,755,2
17293229,216,13,111,55,-83.381625,33.960112,80,10.0,2,0,0,0,1.0,4.2,800,2
17293897,216,13,112,55,-83.400887,33.963296,81,10.0,2,0,0,0,1.0,4.1,350,2
17293273,216,13,113,55,-83.4075,33.9584,26,40.0,2,0,0,0,3.0,4.1,464,2
17293870,216,13,114,55,-83.379251,33.957503,82,25.0,2,0,0,0,2.0,4.2,550,2
17293877,216,13,115,55,-83.383605,33.960571,83,10.0,2,0,0,0,1.0,4.1,543,2
17293890,216,13,116,55,-83.37967,33.959468,84,40.0,2,0,0,0,3.0,4.1,465,2
17293915,216,13,117,55,-83.38728,33.937502,85,10.0,2,0,0,0,1.0,4.4,546,2
17293422,216,13,118,55,-83.3764,33.9584,86,10.0,2,0,0,0,1.0,4.4,1098,2
17293873,216,13,119,55,-83.378881,33.958363,87,25.0,2,0,0,0,2.0,4.2,579,2
17294014,216,13,120,55,-83.3828224,33.9600227,88,10.0,2,0,0,0,1.0,4.1,374,2
17294556,216,14,121,56,-82.0865,33.4721,89,40.0,2,0,0,0,3.0,4.6,717,2
17294607,216,14,122,56,-82.0698,33.4791,90,40.0,2,0,0,0,3.0,4.9,548,2
17294279,216,14,123,56,-81.97,33.4765,91,25.0,2,0,0,0,2.0,4.5,631,2
17294300,216,14,124,56,-81.9684,33.474,92,10.0,2,0,0,0,1.0,3.9,372,2
17295215,216,14,125,56,-81.973006,33.477444,33,25.0,2,0,0,0,2.0,3.9,201,2
17295028,216,14,126,56,-81.965571,33.481779,93,40.0,2,0,0,0,3.0,3.8,332,2
17294642,216,14,127,56,-82.0327,33.4086,94,25.0,2,0,0,0,2.0,3.5,304,2
17295109,216,14,128,56,-81.974944,33.478231,79,40.0,2,0,0,0,3.0,4.3,368,2
17294441,216,14,129,56,-82.096,33.4827,95,25.0,2,0,0,0,2.0,4.1,430,2
17294552,216,14,130,56,-81.9721,33.4778,86,25.0,2,0,0,0,2.0,4.4,433,2
17294565,216,14,131,56,-81.9694,33.4764,62,10.0,2,0,0,0,1.0,4.0,380,2
17294623,216,14,132,56,-82.0505,33.5133,96,25.0,2,0,0,0,2.0,4.0,456,2
17294712,216,14,133,56,-82.0301,33.4848,97,40.0,2,0,0,0,3.0,4.2,647,2
17295033,216,14,134,56,-82.080788,33.467201,98,40.0,2,0,0,0,3.0,4.0,360,2
17295069,216,14,135,56,-82.0805493,33.5375868,45,25.0,2,0,0,0,2.0,4.0,227,2
17294261,216,14,136,57,-82.143793,33.544342,99,25.0,2,0,0,0,2.0,3.9,290,2
17295115,216,14,137,57,-82.126161,33.532249,100,10.0,2,0,0,0,1.0,4.1,270,2
17294836,216,14,138,57,-82.141284,33.521291,101,25.0,2,0,0,0,2.0,4.0,326,2
17294850,216,14,139,57,-82.1328,33.5406,102,35.0,2,0,0,0,3.0,4.3,317,2
17294883,216,14,140,58,-82.1997,33.4574,62,10.0,2,0,0,0,1.0,4.2,300,2
17303465,216,15,141,59,-116.2019,43.6138,103,25.0,2,0,0,0,2.0,4.5,879,2
17303642,216,15,142,59,-116.203466,43.616068,14,25.0,2,0,0,0,2.0,4.6,615,2
17303670,216,15,143,59,-116.2023,43.6149,77,25.0,2,0,0,0,2.0,4.5,879,2
17303545,216,15,144,59,-116.2064,43.6157,104,400.0,2,0,0,0,4.0,3.9,379,2
17303655,216,15,145,59,-116.2031,43.614,105,10.0,2,0,0,0,1.0,4.3,303,2
17304691,216,15,146,59,-116.185034,43.597235,106,70.0,2,0,0,0,4.0,4.1,538,2
17303478,216,15,147,59,-116.2062,43.5945,69,10.0,2,0,0,0,1.0,4.2,334,2
17303480,216,15,148,59,-116.2022,43.6167,103,25.0,2,0,0,0,2.0,4.3,555,2
17304733,216,15,149,59,-116.193409,43.610279,33,10.0,2,0,0,0,1.0,4.4,823,2
17303646,216,15,150,59,-116.2625,43.6192,23,25.0,2,0,0,0,2.0,4.1,550,2
17304929,216,15,151,59,-116.202845,43.616295,33,25.0,2,0,0,0,2.0,4.4,650,2
17303684,216,15,152,59,-116.199,43.615,23,10.0,2,0,0,0,1.0,4.3,410,2
17303772,216,15,153,59,-116.2463,43.6191,62,10.0,2,0,0,0,1.0,4.4,660,2
17305123,216,15,154,59,-116.245165,43.6051379,107,25.0,2,0,0,0,2.0,4.4,360,2
17303787,216,15,155,59,-116.2021,43.6162,108,40.0,2,0,0,0,3.0,4.0,340,2
17303990,216,15,156,59,-116.2031,43.6156,109,25.0,2,0,0,0,2.0,4.1,393,2
17304741,216,15,157,59,-116.281809,43.619274,110,10.0,2,0,0,0,1.0,4.3,422,2
17304726,216,15,158,59,-116.280614,43.591706,22,40.0,2,0,0,0,3.0,4.0,435,2
17304486,216,15,159,60,-116.347304,43.619108,111,25.0,2,0,0,0,2.0,4.0,369,2
17304533,216,15,160,61,-116.5629,43.5777,79,40.0,2,0,0,0,3.0,4.4,487,2
17316233,216,16,161,62,-91.6336,42.0179,112,40.0,2,0,0,0,3.0,3.7,98,2
17315883,216,16,162,62,-91.6327,42.0281,14,40.0,2,0,0,0,3.0,4.1,365,2
17315995,216,16,163,62,-91.7148,41.9748,62,400.0,2,0,0,0,1.0,4.1,190,2
17316018,216,16,164,62,-91.6224,42.0249,113,40.0,2,0,0,0,3.0,4.1,429,2
17316038,216,16,165,62,-91.6347,42.01,114,25.0,2,0,0,0,2.0,4.4,430,2
17316771,216,16,166,62,-91.6499622,42.0215347,45,25.0,2,0,0,0,2.0,4.2,186,2
17316201,216,16,167,62,-91.7266,41.9639,115,10.0,2,0,0,0,1.0,4.2,220,2
17316208,216,16,168,62,-91.6394,42.0468,5,10.0,2,0,0,0,1.0,4.2,347,2
17316389,216,16,169,63,-91.569767,41.670466,78,25.0,2,0,0,0,2.0,3.8,161,2
17316278,216,16,170,63,-91.5687,41.6685,45,25.0,2,0,0,0,2.0,4.1,160,2
17316744,216,16,171,64,-91.534424,41.660982,39,10.0,2,0,0,0,1.0,4.9,820,2
17316751,216,16,172,64,-91.531414,41.663849,113,10.0,2,0,0,0,1.0,4.5,488,2
17316766,216,16,173,64,-91.531093,41.663751,116,25.0,2,0,0,0,2.0,3.6,253,2
17316743,216,16,174,64,-91.534302,41.658691,117,40.0,2,0,0,0,3.0,3.8,220,2
17316374,216,16,175,64,-91.5314,41.6648,23,25.0,2,0,0,0,2.0,4.3,485,2
17316381,216,16,176,64,-91.5341,41.661,29,40.0,2,0,0,0,3.0,4.3,428,2
17316802,216,16,177,64,-91.482165,41.667742,118,25.0,2,0,0,0,2.0,4.1,294,2
17316416,216,16,178,64,-91.5318,41.6625,119,40.0,2,0,0,0,3.0,4.0,380,2
17316449,216,16,179,64,-91.5074,41.6428,94,25.0,2,0,0,0,2.0,4.2,259,2
17316603,216,16,180,65,-91.5995,42.0331,120,25.0,2,0,0,0,2.0,4.7,433,2
17558684,216,17,181,66,-123.368151,46.126967,121,10.0,2,0,0,0,1.0,4.3,96,2
18366580,216,18,182,67,-114.472474,51.183934,122,25.0,2,0,0,0,2.0,3.1,6,2
17330755,216,19,183,68,-84.992671,32.470315,123,10.0,2,0,0,0,1.0,3.3,33,2
17330611,216,19,184,68,-84.95591,32.519247,124,25.0,2,0,0,0,2.0,4.6,489,2
17330609,216,19,185,68,-84.927047,32.555591,79,25.0,2,0,0,0,2.0,4.5,345,2
17330024,216,19,186,68,-84.9436,32.5577,125,25.0,2,0,0,0,2.0,3.8,149,2
17330074,216,19,187,68,-84.9936,32.4656,126,25.0,2,0,0,0,2.0,3.9,330,2
17330185,216,19,188,68,-84.954984,32.5382197,127,40.0,2,0,0,0,3.0,3.9,247,2
17330397,216,19,189,68,-84.9876,32.4637,128,10.0,2,0,0,0,1.0,3.7,123,2
17330735,216,19,190,68,-84.9933631,32.4652417,71,40.0,2,0,0,0,3.0,3.6,109,2
17330676,216,19,191,68,-84.96661,32.534002,129,40.0,2,0,0,0,3.0,3.7,134,2
17330048,216,19,192,68,-84.95367,32.513154,130,40.0,2,0,0,0,3.0,4.2,722,2
17330604,216,19,193,68,-84.947569,32.504657,98,25.0,2,0,0,0,2.0,4.3,213,2
17330087,216,19,194,68,-84.9607,32.5393,5,25.0,2,0,0,0,2.0,4.0,335,2
17330137,216,19,195,68,-84.9464,32.4792,131,25.0,2,0,0,0,2.0,4.0,353,2
17330155,216,19,196,68,-84.9427,32.481,14,0.0,2,0,0,0,1.0,4.0,170,2
17330309,216,19,197,68,-84.9557,32.5321,23,25.0,2,0,0,0,2.0,4.1,192,2
17330311,216,19,198,68,-84.992093,32.466158,132,40.0,2,0,0,0,3.0,4.1,302,2
17330615,216,19,199,68,-84.938698,32.560905,133,10.0,2,0,0,0,1.0,4.2,355,2
17330638,216,19,200,68,-84.991384,32.468757,79,25.0,2,0,0,0,2.0,4.3,287,2
17330628,216,19,201,68,-84.963201,32.527217,134,40.0,2,0,0,0,3.0,4.0,264,2
17330546,216,19,202,69,-85.0213,32.7455,104,40.0,2,0,0,0,3.0,4.4,235,2
17334434,216,20,203,70,-84.9396931,34.5251331,135,25.0,2,0,0,0,2.0,3.7,38,2
17334348,216,20,204,70,-84.926258,34.474635,136,10.0,2,0,0,0,1.0,4.4,122,2
17334213,216,20,205,70,-84.9523921,34.4972488,94,25.0,2,0,0,0,2.0,4.4,207,2
17334355,216,20,206,71,-84.767911,34.752476,137,10.0,2,0,0,0,1.0,3.9,66,2
17334212,216,20,207,72,-84.969393,34.769686,138,10.0,2,0,0,0,1.0,4.9,249,2
17333797,216,20,208,72,-85.0039,34.7643,79,25.0,2,0,0,0,2.0,3.8,63,2
17334217,216,20,209,72,-84.992342,34.759551,3,40.0,2,0,0,0,3.0,3.8,145,2
17334273,216,20,210,72,-84.992924,34.759665,62,10.0,2,0,0,0,1.0,3.8,83,2
17334254,216,20,211,72,-84.999678,34.758645,26,25.0,2,0,0,0,2.0,3.7,116,2
17333836,216,20,212,72,-84.9678,34.7742,33,10.0,2,0,0,0,1.0,4.1,122,2
17334197,216,20,213,72,-84.990925,34.759273,64,10.0,2,0,0,0,1.0,4.1,142,2
17333882,216,20,214,72,-84.9964,34.7604,62,10.0,2,0,0,0,1.0,4.1,114,2
17334211,216,20,215,73,-85.2229101,34.9428786,139,25.0,2,0,0,0,2.0,4.6,214,2
17334390,216,20,216,73,-85.246237,34.9528157,1,10.0,2,0,0,0,1.0,4.3,116,2
17334034,216,20,217,73,-85.2545,34.9546,102,25.0,2,0,0,0,2.0,4.2,111,2
17334414,216,20,218,74,-85.294955,34.705093,136,10.0,2,0,0,0,1.0,3.7,25,2
17334082,216,20,219,75,-85.1321,34.9273,94,10.0,2,0,0,0,1.0,4.1,128,2
17334364,216,20,220,75,-85.130492,34.912109,140,10.0,2,0,0,0,1.0,4.3,244,2
17334398,216,20,221,75,-85.1079396,34.9151853,135,10.0,2,0,0,0,1.0,4.2,112,2
17334219,216,20,222,76,-85.249727,34.851907,14,10.0,2,0,0,0,1.0,4.1,144,2
17335173,216,21,223,77,-90.496986,41.574935,141,25.0,2,0,0,0,2.0,4.6,166,2
17335195,216,21,224,77,-90.522479,41.53845,142,40.0,2,0,0,0,3.0,4.5,208,2
17335225,216,21,225,77,-90.4912446,41.5747801,143,25.0,2,0,0,0,2.0,3.9,136,2
17335219,216,21,226,77,-90.504176,41.548746,144,10.0,2,0,0,0,1.0,4.0,85,2
17334965,216,21,227,77,-90.50709,41.525384,26,25.0,2,0,0,0,2.0,4.1,117,2
17335189,216,21,228,78,-90.574088,41.593892,118,25.0,2,0,0,0,2.0,3.4,53,2
17335156,216,21,229,78,-90.565837,41.574459,145,25.0,2,0,0,0,2.0,4.9,474,2
17334717,216,21,230,78,-90.5716,41.5604,64,10.0,2,0,0,0,1.0,3.9,125,2
17334752,216,21,231,78,-90.5737,41.5223,146,70.0,2,0,0,0,4.0,3.7,201,2
18453427,216,21,232,78,-90.59466452,41.52253634,147,25.0,2,0,0,0,2.0,0.0,2,2
17793744,216,21,233,78,-90.5154313,41.5709434,62,25.0,2,0,0,0,2.0,0.0,3,2
17334679,216,21,234,78,-90.5683,41.5699,62,0.0,2,0,0,0,1.0,4.3,167,2
17334718,216,21,235,78,-90.5321,41.5749,5,25.0,2,0,0,0,2.0,4.0,112,2
17334763,216,21,236,78,-90.5432,41.5747,102,25.0,2,0,0,0,2.0,4.1,256,2
17335158,216,21,237,78,-90.572418,41.520389,79,10.0,2,0,0,0,1.0,4.3,123,2
17334782,216,21,238,78,-90.5137,41.5745,79,25.0,2,0,0,0,2.0,4.0,199,2
17334846,216,21,239,78,-90.5686,41.559,62,25.0,2,0,0,0,2.0,4.1,157,2
17334853,216,21,240,78,-90.6136,41.5944,79,25.0,2,0,0,0,2.0,4.1,100,2
17335168,216,21,241,78,-90.515175,41.570997,3,40.0,2,0,0,0,3.0,4.2,141,2
17334958,216,21,242,78,-90.517,41.5747,111,25.0,2,0,0,0,2.0,4.2,197,2
17258496,216,22,243,79,-93.610084,42.010254,148,25.0,2,0,0,0,2.0,4.5,1025,2
17259395,216,22,244,79,-93.643094,42.048779,149,25.0,2,0,0,0,2.0,4.9,570,2
17258350,216,22,245,80,-93.677638,41.614965,150,40.0,2,0,0,0,3.0,4.5,674,2
17258136,216,22,246,81,-93.739573,41.600564,151,25.0,2,0,0,0,2.0,4.1,496,2
17258522,216,22,247,81,-93.760027,41.60028,133,25.0,2,0,0,0,2.0,4.0,411,2
17259958,216,22,248,82,-93.627896,41.583309,152,25.0,2,0,0,0,2.0,3.2,113,2
17258036,216,22,249,82,-93.6300803,41.5857431,14,40.0,2,0,0,0,3.0,4.5,1109,2
17259368,216,22,250,82,-93.621631,41.585465,153,25.0,2,0,0,0,2.0,4.6,728,2
17257684,216,22,251,82,-93.637401,41.587219,154,10.0,2,0,0,0,1.0,4.4,659,2
17258154,216,22,252,82,-93.620726,41.58536,155,40.0,2,0,0,0,3.0,4.2,370,2
17259340,216,22,253,82,-93.629436,41.584027,49,40.0,2,0,0,0,3.0,4.3,532,2
17259243,216,22,254,83,-93.611366,41.590819,3,25.0,2,0,0,0,2.0,4.8,860,2
17259625,216,22,255,83,-93.61474,41.590106,156,10.0,2,0,0,0,1.0,4.2,943,2
17259169,216,22,256,84,-93.577383,41.601415,157,70.0,2,0,0,0,4.0,4.1,476,2
17259166,216,22,257,85,-93.645245,41.545869,5,10.0,2,0,0,0,1.0,4.1,218,2
17259335,216,22,258,86,-93.6976773,41.6714654,158,10.0,2,0,0,0,1.0,4.0,214,2
17259248,216,22,259,87,-93.659797,41.603901,60,25.0,2,0,0,0,2.0,4.3,699,2
17258552,216,22,260,88,-93.772033,41.615083,118,25.0,2,0,0,0,2.0,3.8,308,2
17259550,216,22,261,89,-93.73624,41.594039,159,25.0,2,0,0,0,2.0,4.0,157,2
17259200,216,22,262,89,-93.7441981,41.5991771,160,40.0,2,0,0,0,3.0,4.2,530,2
17342816,216,23,263,90,-90.667668,42.504759,110,10.0,2,0,0,0,1.0,3.4,33,2
17342498,216,23,264,90,-90.6499328,42.5124724,32,25.0,2,0,0,0,2.0,3.3,40,2
17342648,216,23,265,90,-90.6684746,42.5032004,62,10.0,2,0,0,0,1.0,3.4,153,2
17342781,216,23,266,90,-90.658609,42.496464,161,25.0,2,0,0,0,2.0,3.3,65,2
17342799,216,23,267,90,-90.664029,42.495689,26,25.0,2,0,0,0,2.0,3.4,58,2
17342772,216,23,268,90,-90.715247,42.492018,69,25.0,2,0,0,0,2.0,3.5,100,2
17342771,216,23,269,90,-90.740213,42.49092,62,10.0,2,0,0,0,1.0,3.6,156,2
17342548,216,23,270,90,-90.7264,42.4955,162,0.0,2,0,0,0,1.0,3.5,74,2
17342556,216,23,271,90,-90.645294,42.516621,33,25.0,2,0,0,0,2.0,3.6,117,2
17342811,216,23,272,90,-90.712084,42.492963,71,40.0,2,0,0,0,3.0,3.7,83,2
17342576,216,23,273,90,-90.6646,42.5043,33,25.0,2,0,0,0,2.0,3.6,48,2
17342770,216,23,274,90,-90.668164,42.503075,163,40.0,2,0,0,0,3.0,3.8,198,2
17342585,216,23,275,90,-90.7055,42.4916,62,10.0,2,0,0,0,1.0,3.5,126,2
17342494,216,23,276,90,-90.6677349,42.500191,164,10.0,2,0,0,0,1.0,3.5,119,2
17342594,216,23,277,90,-90.6691,42.5048,157,25.0,2,0,0,0,2.0,3.6,140,2
